,CoinName,0,1,class
234,Klingon Empire Darsek,-20.658875,1.0963861,1
237,Printerium,-15.353846,3.130071,1
239,Impeach,-14.949681,2.1974058,1
244,FindCoin,-29.132957,-3.2109442,1
247,OpenChat,-19.648628,-1.1862307,1
258,Coinonat,-19.415668,-7.8132653,1
261,Independent Money System,-15.146601,2.7277234,1
262,ArgusCoin,-15.392222,2.2774897,1
263,LomoCoin,-20.836004,-0.09051452,1
270,Degas Coin,-18.492252,3.4460053,1
271,HTML5 Coin,-14.80553,8.998627,1
276,Espers,-17.330067,-2.5307376,1
281,Denarius,-19.58114,-7.3278275,1
283,Virta Unique Coin,-19.581142,-7.327831,1
284,Bitcoin Planet,-18.025358,6.9839993,1
286,BritCoin,-28.221048,-2.4645114,1
290,Linda,-16.139826,-1.8998935,1
292,DeepOnion,-28.32429,-2.180521,1
295,SmartCash,-8.370529,-2.9077806,1
298,Cream,-18.02536,6.9839993,1
310,CoinonatX,-16.944113,3.180678,1
311,Ethereum Dark,-14.274128,3.280467,1
319,TerraNovaCoin,-14.5892725,2.6090422,1
323,WomenCoin,-16.099344,-2.2784352,1
325,NamoCoin,-19.58115,-7.3278403,1
326,LUXCoin,-9.608049,5.861898,1
328,Xios,-15.002356,2.346787,1
332,BlackholeCoin,-15.295309,3.4918163,1
340,Electra,-19.582928,-7.321799,1
341,Bitcoin Diamond,-28.219381,-2.464779,1
343,Cash & Back Coin,-19.915958,2.0317922,1
347,Bulwark,-19.581858,-7.8734794,1
351,GermanCoin,-16.143887,-1.865657,1
352,LiteCoin Ultra,-19.068392,3.4056022,1
355,Photon,-11.473084,-2.2431388,1
361,Trollcoin,-20.046366,-0.85600626,1
362,Litecoin Plus,-14.157316,2.8026757,1
366,Interzone,-8.624178,0.37467712,1
372,Unified Society USDEX,-20.051018,1.1460859,1
377,Tokyo Coin,-29.132795,-3.2113068,1
383,Stipend,-8.691878,0.40232503,1
386,Ellerium,-5.232116,2.8822854,1
393,Bitspace,-19.58114,-7.3278294,1
394,Briacoin,-14.06747,2.2391346,1
395,Ignition,-14.203428,2.2552776,1
401,Abjcoin,-15.845502,2.80472,1
408,iDealCash,-18.489656,-1.1447444,1
409,Jumpcoin,-19.415667,-7.813266,1
418,Swisscoin,-17.25322,-0.9790138,1
421,TheVig,-21.782402,6.0031576,1
423,EmaratCoin,-18.042349,3.429081,1
424,Dekado,-14.762148,9.058619,1
439,TPCash,-20.831429,-0.09638517,1
442,Urals Coin,-5.158143,2.8536298,1
449,XDNA,-8.433684,-2.8729022,1
452,ThunderStake,-17.517712,-0.9642715,1
457,Bettex coin,-5.1507745,2.8850698,1
460,BitMoney,-4.8629484,2.5336535,1
469,Oduwa,-15.6178,3.3142457,1
474,Credit,-16.125427,-2.3766856,1
477,Nasdacoin,-18.017212,3.4284322,1
478,Beetle Coin,-5.232077,2.8822513,1
479,Titan Coin,-21.782406,6.0031548,1
482,Bitcoin Rhodium,-29.117384,-2.3456047,1
486,LiteDoge,-16.184992,-1.8207985,1
490,OrangeCoin,-19.579546,3.1383708,1
492,BitstarCoin,-17.173212,3.2214098,1
494,HyperCoin,-14.353131,3.5026455,1
497,AudioCoin,-17.917439,-1.0015608,1
501,Genstake,-17.203007,3.8771884,1
503,XiaoMiCoin,-19.978153,0.3813058,1
504,Groestlcoin,-12.149838,-6.0673256,1
506, ClubCoin,-19.665596,2.2340426,1
514,WhiteCoin,-20.110687,0.9268865,1
517,Triangles Coin,-28.32651,-2.1804566,1
528,Gapcoin,-19.937658,2.6954908,1
