,CoinName,0,1,class
102,MonaCoin,1.7314708,-7.0294156,0
105,Gulden,-0.20725535,-10.4729185,0
107,PesetaCoin,0.08096309,-7.4765506,0
109,Wild Beast Coin,7.3397903,-7.076499,0
111,Flo,-0.020858228,-7.4368043,0
114,ArtByte,-0.60548997,-10.607802,0
115,Folding Coin,-0.0064760074,-9.581616,0
117,Unitus,14.156632,-8.499292,0
118,CypherPunkCoin,-6.6803627,-6.399026,0
119,OmniCron,6.581009,-6.081564,0
121,GreenCoin,1.1935582,-12.2061825,0
122,Cryptonite,-1.0009996,-9.437291,0
123,MasterCoin,7.47182,-6.8407016,0
125,1Credit,-0.11179339,-14.033072,0
129,Crypto,8.243618,-2.1495998,0
134,Song Coin,1.1325531,-8.263643,0
135,BitZeny,0.42717013,-8.333886,0
137,Expanse,10.986734,-13.804443,0
139,Siacoin,-0.73568404,-4.6047144,0
145,Revolution VR,-0.6182985,-7.6879106,0
146,HOdlcoin,4.637815,-10.710218,0
149,Gamecredits,1.990279,-6.869224,0
156,SoilCoin,0.3699513,-2.432234,0
157,YoCoin,2.0374596,-8.2502165,0
158,SibCoin,1.9409436,-9.549039,0
162,SafeExchangeCoin,-4.533994,-10.033467,0
164,Francs,6.237689,-6.6579804,0
171,Omni,7.4749236,-6.8144865,0
172,Let it Ride,7.6915026,2.8012695,0
179,Komodo,8.100444,-19.89485,0
182,Karbo,-3.1361182,-22.083658,0
187,Circuits of Value,14.156742,-8.4992485,0
189,DopeCoin,0.084770456,-7.709358,0
192,Swiscoin,7.5366893,-8.7190275,0
193,Shilling,5.6932087,-7.3193007,0
198,ZCoin,3.0326319,-3.2308424,0
204,Elementrem,10.986735,-13.804444,0
205,ZClassic,6.999856,-19.719723,0
208,KiloCoin,1.3540503,-11.427126,0
224,Cannabis Industry Coin,-2.880289,-22.463617,0
230,LiteCreed,-6.7613153,-6.3622065,0
231,OsmiumCoin,7.3011055,-6.391218,0
232,Bikercoins,-3.0060642,-22.406918,0
233,HexxCoin,8.243617,-2.1496003,0
240,Citadel,5.2535415,-14.196816,0
242,FirstCoin,6.2323537,-4.9373684,0
243,BeaverCoin,7.1749415,-6.3998966,0
246,Zero,6.999863,-19.719707,0
248,Canada eCoin,1.1930526,-6.92731,0
249,Zoin,8.243617,-2.1496,0
251,DubaiCoin,3.159461,-10.935229,0
253,TajCoin,13.371932,-61.108875,0
255,EB3coin,0.44656706,-10.512605,0
266,BenjiRolls,5.0017805,-7.2068453,0
273,EquiTrader,3.7660794,-7.9941707,0
274,QTUM,7.6915026,2.80127,0
275,Quantum Resistant Ledger,5.2535415,-14.196816,0
277,Dynamic,5.876305,-10.198143,0
278,Nano,-0.7356465,-4.60471,0
279,ChanCoin,1.9409436,-9.549039,0
280,Dinastycoin,-3.0327508,-21.884087,0
285,Unify,5.641748,-6.552287,0
287,SocialCoin,3.928523,-8.113358,0
291,LeviarCoin,-2.5799072,-22.478403,0
293,Bitcore,1.9409436,-9.549039,0
294,gCn Coin,-1.1414039,-15.282824,0
302,Vechain,-1.4861802,-13.693549,0
303,Sojourn Coin,1.3611723,-11.430654,0
305,NewYorkCoin,-1.281885,-14.505372,0
306,FrazCoin,6.1078315,-7.1649876,0
307,Kronecoin,3.30232,-8.050982,0
308,AdCoin,2.5727925,-7.8545303,0
309,Linx,2.5396857,-7.8363104,0
312,Sumokoin,-2.594903,-22.486322,0
316,BitcoinZ,6.933645,-19.757164,0
317,TrezarCoin,-10.1428585,-13.062397,0
320,VIVO Coin,-9.600292,-13.235412,0
321,Rupee,-3.8142292,-2.088503,0
322,Bitcoin Gold,6.9998565,-19.719706,0
327,Pirl,0.3699512,-2.4322343,0
330,eBoost,1.1910878,-6.928307,0
335,Innova,-9.600292,-13.235412,0
336,Ellaism,10.986767,-13.804461,0
337,GoByte,-9.600293,-13.235412,0
342,SHIELD,14.156701,-8.499264,0
344,UltraNote,-2.6277075,-21.526602,0
345,BitCoal,-3.1167247,-21.985582,0
346,DaxxCoin,10.986878,-13.805668,0
350,Lethean,5.2535367,-14.19682,0
353,PopularCoin,1.150292,-11.736229,0
357,SparksPay,-9.600291,-13.235412,0
359,GunCoin,-9.600299,-13.235412,0
360,IrishCoin,3.0776236,-7.061081,0
367,TokenPay,7.6915026,2.8012695,0
368,1717 Masonic Commemorative Token,11.346586,-13.985502,0
369,My Big Coin,8.335718,-6.72822,0
370,TurtleCoin,-2.3099692,-19.705484,0
371,MUNcoin,1.9409436,-9.549039,0
373,Niobio Cash,-2.405486,-22.3298,0
374,ShareChain,1.1844878,-12.856366,0
375,Travelflex,0.36995104,-2.4322336,0
376,KREDS,-3.8098903,-2.1119356,0
378,BiblePay,-1.7287639,-10.39427,0
379,LitecoinCash,6.125162,-8.975739,0
380,BitFlip,5.234241,-7.3901315,0
381,LottoCoin,1.0820535,-13.221088,0
384,Poa Network,8.834338,-7.9261026,0
389,Callisto Network,10.986475,-13.805438,0
390,BitTube,-3.0892987,-21.931473,0
391,Poseidon,6.3349075,-6.6863713,0
392,Aidos Kuneen,1.9409436,-9.549039,0
396,Bitrolium,6.9999533,-19.719736,0
398,Alpenschillling,3.0326316,-3.230843,0
406,Monero Classic,-3.0205076,-22.394321,0
407,Proton,0.6029793,1.629323,0
410,Infinex,8.243617,-2.1496,0
412,KEYCO,1.9409436,-9.549039,0
414,GINcoin,3.0326319,-3.2308424,0
415,PlatinCoin,-2.3388495,-22.114574,0
416,Loki,-3.1461742,-6.276407,0
417,Newton Coin,-2.5762002,-21.14161,0
420,MassGrid,4.3161464,-9.614357,0
422,PluraCoin,-2.3456974,-22.061365,0
425,Lynx,-1.7344025,-14.890391,0
429,Motion,0.5936043,1.592649,0
430,PlusOneCoin,1.9409436,-9.549039,0
432,Trivechain,0.54703516,1.6440336,0
436,Absolute Coin,-3.8896525,-2.0590491,0
438,HexCoin,6.5479503,-7.26222,0
440,Webchain,5.2535357,-14.19682,0
441,Ryo,7.168334,-10.215007,0
443,Qwertycoin,-3.14728,-6.2782254,0
454,Xchange,0.593796,1.5926498,0
455,Acute Angle Cloud,5.212425,-9.054829,0
456,CrypticCoin,6.9620614,-19.733166,0
458,Actinium,3.0326319,-3.2308424,0
462,FREDEnergy,-2.443878,-21.905277,0
464,Universal Molecule,5.0042024,-1.2318717,0
465,Lithium,5.0042024,-1.2318712,0
466,PirateCash,7.0015707,-20.373362,0
467,Exosis,1.9409436,-9.549039,0
468,Block-Logic,2.1683552,-7.8192763,0
470,Beam,6.999583,-19.720152,0
472,Bithereum,6.9998393,-19.719723,0
475,SLICE,-6.680363,-6.399025,0
487,SolarCoin,-0.1253975,-14.041285,0
489,UFO Coin,-9.599189,-13.235946,0
491,BlakeCoin,5.004207,-1.2318697,0
496,Crypto Escudo,-0.6064062,-10.606802,0
502,SmileyCoin,-0.09262846,-13.994387,0
508,Bata,7.117901,-6.935135,0
509,Pakcoin,0.92508394,-8.050582,0
515,FriendshipCoin,-10.14285,-13.062401,0
516,JoinCoin,14.15664,-8.4992895,0
518,Vollar,-1.8446069,-9.108575,0
520,Reality Clash,10.986736,-13.804445,0
523,Waves,7.5366893,-8.7190275,0
525,BitTorrent,-2.1853108,-19.052906,0
529,Beldex,-2.3538835,-22.035093,0
530,Horizen,6.999856,-19.71972,0
